"platform","phase","module","endpoint","method","auth_profile","expected_scope","known_required_params","pagination_rule","date_window_rule","prior_status","source_of_truth","execution_mode","round1_status_code","round1_error_code","round1_response_shape_summary","round1_elapsed_ms","round1_final_classification","round2_status_code","round2_error_code","round2_response_shape_summary","round2_elapsed_ms","round2_final_classification","round3_status_code","round3_error_code","round3_response_shape_summary","round3_elapsed_ms","round3_final_classification","final_classification","root_cause_hypothesis","next_action"
"WIKA","stage22","runtime","/health","GET","standard","service_health","","n/a","n/a","validated_route","app.js + stage21 PASS_BASE","production_replay","200","","text=ok","473","RECONFIRMED","","","","","","","","","","","RECONFIRMED","","none"
"WIKA","stage22","runtime","/integrations/alibaba/auth/debug","GET","standard","wika_oauth_runtime","","n/a","n/a","validated_route","app.js + stage21 PASS_BASE","production_replay","200","","json_keys=app_base_url|session_secret_present|state_ttl_seconds|active_state_count|wika_client_id_present|wika_client_secret_present|wika_redirect_uri|wika_auth_url|wika_token_url|wika_refresh_token_url|wika_partner_id_present|wika_auto_refresh_enabled","488","RECONFIRMED","","","","","","","","","","","RECONFIRMED","","none"
"WIKA","stage22","runtime","/integrations/alibaba/auth/start","GET","standard","wika_oauth_entry","","n/a","n/a","validated_route","validated-flow.md + app.js","production_replay","302","","text=Found. Redirecting to https://open-api.alibaba.com/oauth/authorize?response_type=code&force_auth=true&redirect_uri=https","304","RECONFIRMED","","","","","","","","","","","RECONFIRMED","","none"
"WIKA","stage22","runtime","/integrations/alibaba/callback","GET","standard","wika_oauth_callback","code,state","n/a","n/a","validated_route","validated-flow.md + app.js","production_replay","400","","text=Missing code","318","RECONFIRMED","","","","","","","","","","","RECONFIRMED","","none"
"WIKA","stage22","products","/integrations/alibaba/wika/data/products/list","GET","standard","wika_products_read","","page_size optional","n/a","validated_route","已上线能力复用清单 + app.js","production_replay","200","","json_keys=ok|module|account|read_only|verification_status|evidence_level|source|request|response_meta|verified_fields|items|raw_root_key; ok=true","992","RECONFIRMED","","","","","","","","","","","RECONFIRMED","","none"
"WIKA","stage22","products","/integrations/alibaba/wika/data/products/score","GET","standard","wika_products_read","product_id","n/a","n/a","validated_route","已上线能力复用清单 + app.js","production_replay","200","","json_keys=ok|account|module|read_only|verification_status|evidence_level|data_scope|source|request_meta|response_meta|verified_fields|warnings; ok=true","1030","RECONFIRMED","","","","","","","","","","","RECONFIRMED","","none"
"WIKA","stage22","products","/integrations/alibaba/wika/data/products/detail","GET","standard","wika_products_read","product_id","n/a","n/a","validated_route","已上线能力复用清单 + app.js","production_replay","200","","json_keys=ok|account|module|read_only|verification_status|evidence_level|data_scope|source|request_meta|response_meta|verified_fields|warnings; ok=true","939","RECONFIRMED","","","","","","","","","","","RECONFIRMED","","none"
"WIKA","stage22","products","/integrations/alibaba/wika/data/products/groups","GET","standard","wika_products_read","group_id","n/a","n/a","validated_route","已上线能力复用清单 + app.js","production_replay","200","","json_keys=ok|account|module|read_only|verification_status|evidence_level|data_scope|source|request_meta|response_meta|verified_fields|warnings; ok=true","855","RECONFIRMED","","","","","","","","","","","RECONFIRMED","","none"
"WIKA","stage22","categories","/integrations/alibaba/wika/data/categories/tree","GET","standard","wika_categories_read","","n/a","n/a","validated_route","已上线能力复用清单 + app.js","production_replay","200","","json_keys=ok|account|module|read_only|verification_status|evidence_level|data_scope|source|request_meta|response_meta|verified_fields|warnings; ok=true","938","RECONFIRMED","","","","","","","","","","","RECONFIRMED","","none"
"WIKA","stage22","categories","/integrations/alibaba/wika/data/categories/attributes","GET","standard","wika_categories_read","cat_id","n/a","n/a","validated_route","已上线能力复用清单 + app.js","production_replay","200","","json_keys=ok|account|module|read_only|verification_status|evidence_level|data_scope|source|request_meta|response_meta|verified_fields|warnings; ok=true","1499","RECONFIRMED","","","","","","","","","","","RECONFIRMED","","none"
"WIKA","stage22","products","/integrations/alibaba/wika/data/products/schema","GET","standard","wika_products_read","cat_id","n/a","n/a","validated_route","已上线能力复用清单 + app.js","production_replay","200","","json_keys=ok|account|module|read_only|verification_status|evidence_level|data_scope|source|request_meta|response_meta|verified_fields|warnings; ok=true","1751","RECONFIRMED","","","","","","","","","","","RECONFIRMED","","none"
"WIKA","stage22","products","/integrations/alibaba/wika/data/products/schema/render","GET","standard","wika_products_read","cat_id,product_id","n/a","n/a","validated_route","已上线能力复用清单 + app.js","production_replay","200","","json_keys=ok|account|module|read_only|verification_status|evidence_level|data_scope|source|request_meta|response_meta|verified_fields|warnings; ok=true","2420","RECONFIRMED","","","","","","","","","","","RECONFIRMED","","none"
"WIKA","stage22","products","/integrations/alibaba/wika/data/products/schema/render/draft","GET","standard","wika_products_read","cat_id,product_id","n/a","n/a","validated_route","已上线能力复用清单 + app.js","production_replay","200","isp.system-service-error:API_SYSTEM_ERROR;","json_keys=ok|account|module|read_only|verification_status|evidence_level|data_scope|source|request_meta|response_meta|verified_fields|warnings; ok=true; msg_code=isp.system-service-error:API_SYSTEM_ERROR;","1391","RECONFIRMED","","","","","","","","","","","RECONFIRMED","","none"
"WIKA","stage22","media","/integrations/alibaba/wika/data/media/list","GET","standard","wika_media_read","","page_size optional","n/a","validated_route","已上线能力复用清单 + app.js","production_replay","200","","json_keys=ok|account|module|read_only|verification_status|evidence_level|data_scope|source|request_meta|response_meta|verified_fields|warnings; ok=true","915","RECONFIRMED","","","","","","","","","","","RECONFIRMED","","none"
"WIKA","stage22","media","/integrations/alibaba/wika/data/media/groups","GET","standard","wika_media_read","","n/a","n/a","validated_route","已上线能力复用清单 + app.js","production_replay","200","","json_keys=ok|account|module|read_only|verification_status|evidence_level|data_scope|source|request_meta|response_meta|verified_fields|warnings; ok=true","844","RECONFIRMED","","","","","","","","","","","RECONFIRMED","","none"
"WIKA","stage22","customers","/integrations/alibaba/wika/data/customers/list","GET","standard","wika_customer_probe_read","customer_id_begin,last_sync_end_time","page_size optional","7d sync probe","validated_probe_route","已上线能力复用清单 + app.js","production_replay","502","MissingParameter","json_keys=ok|error|error_category|top_error; ok=false; error_category=platform_api_error","868","UNKNOWN","502","InsufficientPermission","json_keys=ok|error|error_category|top_error; ok=false; error_category=permission_error","1152","RECONFIRMED","502","InsufficientPermission","json_keys=ok|error|error_category|top_error; ok=false; error_category=permission_error","912","RECONFIRMED","RECONFIRMED","customer_scope_not_granted_probe_route_working","keep_as_probe_route"
"WIKA","stage22","orders","/integrations/alibaba/wika/data/orders/list","GET","standard","wika_orders_read","","page_size optional","n/a","validated_route","已上线能力复用清单 + app.js","production_replay","200","","json_keys=ok|account|module|read_only|verification_status|evidence_level|data_scope|source|request_meta|response_meta|verified_fields|warnings; ok=true","1146","RECONFIRMED","","","","","","","","","","","RECONFIRMED","","none"
"WIKA","stage22","orders","/integrations/alibaba/wika/data/orders/detail","GET","standard","wika_orders_read","e_trade_id","n/a","n/a","route_exists_contract_sensitive","订单参数契约对账 + app.js","production_replay","200","","json_keys=ok|account|module|read_only|verification_status|evidence_level|data_scope|source|request_meta|response_meta|verified_fields|warnings; ok=true","1499","RECONFIRMED","","","","","","","","","","","RECONFIRMED","","none"
"WIKA","stage22","orders","/integrations/alibaba/wika/data/orders/fund","GET","standard","wika_orders_read","e_trade_id,data_select","n/a","n/a","route_exists_contract_sensitive","订单参数契约对账 + app.js","production_replay","200","","json_keys=ok|account|module|read_only|verification_status|evidence_level|data_scope|source|request_meta|response_meta|verified_fields|warnings; ok=true","1834","RECONFIRMED","","","","","","","","","","","RECONFIRMED","","none"
"WIKA","stage22","orders","/integrations/alibaba/wika/data/orders/logistics","GET","standard","wika_orders_read","e_trade_id,data_select","n/a","n/a","route_exists_contract_sensitive","订单参数契约对账 + app.js","production_replay","200","","json_keys=ok|account|module|read_only|verification_status|evidence_level|data_scope|source|request_meta|response_meta|verified_fields|warnings; ok=true","1992","RECONFIRMED","","","","","","","","","","","RECONFIRMED","","none"
"WIKA","stage22","orders","/integrations/alibaba/wika/data/orders/draft-types","GET","standard","wika_orders_read","","n/a","n/a","validated_probe_route","已上线能力复用清单 + app.js","production_replay","200","","json_keys=ok|account|module|read_only|verification_status|evidence_level|data_scope|source|request_meta|response_meta|verified_fields|warnings; ok=true","1131","RECONFIRMED","","","","","","","","","","","RECONFIRMED","","none"
"WIKA","stage22","reports","/integrations/alibaba/wika/reports/products/management-summary","GET","standard","wika_reports_read","","page_size optional","n/a","validated_report_route","已上线能力复用清单 + app.js","production_replay","200","","json_keys=ok|module|account|read_only|source|data_validation|summary|recommendations; ok=true","1090","RECONFIRMED","","","","","","","","","","","RECONFIRMED","","none"
"WIKA","stage22","reports","/integrations/alibaba/wika/reports/products/minimal-diagnostic","GET","standard","wika_reports_read","","sample-limited","n/a","validated_report_route","已上线能力复用清单 + app.js","production_replay","200","","json_keys=ok|account|module|report_type|read_only|generated_at|data_scope|sample_size|time_window|available_signals|score_summary|content_completeness_findings; ok=true","2406","RECONFIRMED","","","","","","","","","","","RECONFIRMED","","none"
"WIKA","stage22","reports","/integrations/alibaba/wika/reports/orders/minimal-diagnostic","GET","standard","wika_reports_read","","sample-limited","n/a","validated_report_route","已上线能力复用清单 + app.js","production_replay","200","","json_keys=ok|account|module|report_type|read_only|generated_at|data_scope|sample_size|time_window|available_signals|logistics_summary|fund_signal_summary; ok=true","4352","RECONFIRMED","","","","","","","","","","","RECONFIRMED","","none"
"WIKA","stage22","reports","/integrations/alibaba/wika/reports/operations/minimal-diagnostic","GET","standard","wika_reports_read","","sample-limited","n/a","validated_report_route","已上线能力复用清单 + app.js","production_replay","200","","json_keys=ok|account|module|report_type|read_only|generated_at|data_scope|sample_size|time_window|available_signals|diagnostic_findings|recommendations; ok=true","6063","RECONFIRMED","","","","","","","","","","","RECONFIRMED","","none"
"WIKA","stage22","tools","/integrations/alibaba/wika/tools/reply-draft","POST","standard","wika_external_draft_only","inquiry_text","n/a","n/a","validated_tool_route","已上线能力复用清单 + app.js","production_replay","200","","json_keys=ok|account|workflow_type|workflow_profile|workflow_profile_meta|template_version|template_changelog_entry|reply_draft|input_summary|available_context|missing_context|hard_blockers; ok=false; workflow_profile=reply_minimal_handoff","5308","RECONFIRMED","","","","","","","","","","","RECONFIRMED","","none"
"WIKA","stage22","tools","/integrations/alibaba/wika/tools/order-draft","POST","standard","wika_external_draft_only","line_items","n/a","n/a","validated_tool_route","已上线能力复用清单 + app.js","production_replay","200","","json_keys=ok|account|workflow_type|workflow_profile|workflow_profile_meta|template_version|template_changelog_entry|input_summary|available_context|missing_context|hard_blockers|soft_blockers; ok=false; workflow_profile=order_minimal_handoff","5814","RECONFIRMED","","","","","","","","","","","RECONFIRMED","","none"
